Artist;Title;Link
Shark Tank; Hold Your Haunches (Shark Tank Season 5 Episode 23); https://www.youtube.com/watch?v=WT1v2EN6SW4
Shark Tank; Happy Feet Pitch (Shark Tank Season 5 Episode 23); https://www.youtube.com/watch?v=gsI6RKze56U
Shark Tank; Quickstop Fire Sprinkler Tools Pitch (Shark Tank Season 5 Episode 24); https://www.youtube.com/watch?v=C_6l6TzSYMQ
Shark Tank; PowerPot Pitch (Shark Tank Season 5 Episode 24); https://www.youtube.com/watch?v=dsfcCksiffw
Shark Tank; Ilumi Pitch (Shark Tank Season 5 Episode 25); https://www.youtube.com/watch?v=MSJ27M5K9zI
Shark Tank; Intelli-Stopper Technology Pitch (Shark Tank Season 5 Episode 25); https://www.youtube.com/watch?v=j6idUoFlyH8
Shark Tank; Fort Magic Pitch (Shark Tank Season 5 Episode 25); https://www.youtube.com/watch?v=Ve4NwsPHLb8
Shark Tank; Crio Bru Pitch (Shark Tank Season 5 Episode 26); https://www.youtube.com/watch?v=_iBay7nugps
Shark Tank; Cerebral Success (Shark Tank Season 5 Episode 26); https://www.youtube.com/watch?v=MmRq-Z1e_Bk
Shark Tank; HangEase Pitch (Shark Tank Season 5 Episode 27); https://www.youtube.com/watch?v=NSkHpM3XN_k
Shark Tank; Oru Kayak Pitch (Shark Tank Season 5 Episode 28); https://www.youtube.com/watch?v=lXtCPIpQbIM
Shark Tank; Cinnaholic Pitch (Shark Tank Season 5 Episode 28); https://www.youtube.com/watch?v=Nw8hiMLDN9E
Shark Tank; Baker's Edge Pitch (Shark Tank Season 5 Episode 29); https://www.youtube.com/watch?v=iJMC9TAPg5k
Shark Tank; Tie-Not Pitch (Shark Tank Season 5 Episode 29); https://www.youtube.com/watch?v=KpBIXdG1lbQ
